crop,issue_id,issue_name,category,causal_agent,temp_min_c,temp_opt_c,temp_max_c,rh_min_pct,rh_opt_pct,leaf_wetness_hrs,rain_trigger,soil_ph_min,soil_ph_max,soil_drainage,soil_texture,ndvi_signal,ndmi_signal,ndre_signal,growth_stage,consecutive_dry_days_trigger,consecutive_wet_days_trigger,temp_stress_threshold_c,soil_ec_threshold_ds_m,perfect_temp_min_c,perfect_temp_max_c,perfect_rh_min_pct,perfect_rh_max_pct,perfect_soil_ph_min,perfect_soil_ph_max,perfect_soil_drainage,perfect_rainfall_mm_week,severity,ndvi_threshold,ndmi_threshold,ndre_threshold,rule_logic,notes,recommendation,urgency
Oil Palm,OIL_PALM_BUNCH_ROT,Bunch Rot,Fungal,Marasmius palmivorus,22.0,28.0,35.0,90,99,Rain,Warm wet,4.0,6.5,Any,Any,NDVI bunch rot,NDMI very high,NDRE low,Fruiting,,,,,,,,,4.0,6.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",White rot on bunches after rain; harvesting damage,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Rubber,RUBBER_SOUTH_AMERICAN_LEAF_,South American Leaf Blight,Fungal,Microcyclus ulei,20.0,26.0,30.0,90,99,Rain/dew,Warm wet,4.5,6.5,Any,Any,NDVI defoliation,NDMI high,NDRE low,Refoliation,,,,,,,,,4.5,6.5,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Prevents rubber cultivation in SE Asia native range; quarantine,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Today
Rubber,RUBBER_PHYTOPHTHORA_BARK_RO,Phytophthora Bark Rot,Fungal/Oomycete,Phytophthora palmivora,20.0,28.0,35.0,90,99,Rain on bark,Warm wet,4.5,6.5,Poor,Any,NDVI bark canker,NDMI high,NDRE low,Any,,,,,,,,,4.5,6.5,Poor,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Bark panels; wet conditions after tapping,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Within 2 days
Tobacco,TOBACCO_BLUE_MOLD,Blue Mold,Fungal/Oomycete,Peronospora tabacina,10.0,18.0,25.0,90,99,Dew/rain,Cool wet,5.5,7.5,Any,Any,NDVI yellow downy,NDMI high,NDRE low,Any,,,,,,,,,5.5,7.5,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Bluish-gray sporulation; cool wet; rapid epidemic spread,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Today
Tobacco,TOBACCO_BLACK_SHANK,Black Shank,Fungal/Oomycete,Phytophthora nicotianae,18.0,25.0,35.0,90,99,Soil saturation,Warm wet,5.5,7.5,Poor,Any,NDVI black stem base,NDMI very high,NDRE very low,Any,,,,,,,,,5.5,7.5,Poor,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Black rot at soil line; poor drainage,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Within 2 days
Tobacco,TOBACCO_TOBACCO_MOSAIC_VIRUS,Tobacco Mosaic Virus,Viral,TMV (Tobamovirus),15.0,25.0,35.0,Any,Any,,,,,Any,Any,NDVI mosaic,NDMI normal,NDRE low,Any,,,,,,,,,,,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Contact-transmitted; mechanically spread; very stable virus,Remove and destroy infected plants; control insect vector with recommended insecticide; use certified virus-free planting material,Within 2 days
Oats,OATS_CROWN_RUST,Crown Rust,Fungal,Puccinia coronata f.sp. avenae,15.0,24.0,30.0,90,99,6+ hrs,Warm humid,6.0,7.5,Any,Any,NDVI orange pustules,NDMI high,NDRE low,Tillering–Grain fill,,,,,,,,,6.0,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Most destructive oat disease; warm humid summer,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Oats,OATS_SMUT,Smut,Fungal,Ustilago avenae,15.0,20.0,28.0,60,80,Soil/seed infection,Moderate,6.0,7.5,Any,Any,NDVI smutted panicles,NDMI moderate,NDRE low,Heading,,,,,,,,,6.0,7.5,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Seed-borne; replaces grain with spore mass,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 1 week
Rye,RYE_ERGOT,Ergot,Fungal,Claviceps purpurea,12.0,18.0,25.0,90,99,Rain at flowering,Wet cool at anthesis,6.0,7.5,Any,Any,NDVI dark sclerotia,NDMI high,NDRE low,Flowering,,,,,,,,,6.0,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Alkaloid contamination; wet cool at anthesis; mycotoxin risk,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Rye,RYE_BROWN_RUST,Brown Rust,Fungal,Puccinia recondita,10.0,18.0,28.0,90,99,6+ hrs,Cool humid,6.0,7.5,Any,Any,NDVI orange pustules,NDMI high,NDRE low,Tillering–Heading,,,,,,,,,6.0,7.5,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Common rust on rye; airborne,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 1 week
Cabbage,CABBAGE_DOWNY_MILDEW,Downy Mildew,Fungal/Oomycete,Hyaloperonospora parasitica,7.0,15.0,22.0,90,99,Dew,Cool wet,5.5,7.5,Any,Any,NDVI yellowing,NDMI high,NDRE low,Seedling–Any,,,,,,,,,5.5,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Cool wet nights; purple discoloration underneath,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Within 2 days
Cabbage,CABBAGE_CLUBROOT,Clubroot,Fungal/Protist,Plasmodiophora brassicae,18.0,24.0,30.0,90,99,Soil saturation,Warm wet acid soil,4.5,6.5,Poor,Any,NDVI wilting,NDMI high,NDRE low,Any,,,,,,,,,4.5,6.5,Poor,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Persists 20+ yrs; pH<7.0 + wet soil; swollen roots,Improve drainage; apply liming to raise pH; use resistant variety next season,Today
Cabbage,CABBAGE_DIAMONDBACK_MOTH,Diamondback Moth,Pest,Plutella xylostella,10.0,26.0,38.0,Any,Any,,,,,Any,Any,NDVI window-pane damage,NDMI normal,NDRE low,Any,,,,,,,,,,,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Insecticide resistance common; warm dry favors,Scout at early morning or evening; apply targeted insecticide; check for natural enemy activity before spraying,Within 2 days
Carrot,CARROT_ALTERNARIA_LEAF_BLIG,Alternaria Leaf Blight,Fungal,Alternaria dauci,18.0,28.0,35.0,90,99,Leaf wetness,Warm wet,6.0,7.0,Any,Any,NDVI dark tip blight,NDMI high,NDRE low,Any,,,,,,,,,6.0,7.0,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Yellow-bordered dark lesions; seed-borne,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Carrot,CARROT_CAVITY_SPOT,Cavity Spot,Abiotic/Fungal,Pythium spp. + Ca deficiency,8.0,15.0,25.0,90,99,Wet soil,Cool wet,6.0,7.5,Poor,Any,NDVI normal top,NDMI high,NDRE normal,Root development,,,,,,,,,6.0,7.5,Poor,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Elliptical pits on roots; cool wet + Ca deficiency,Improve soil drainage; apply appropriate fungicide; address underlying soil condition,Within 2 days
Carrot,CARROT_CARROT_FLY,Carrot Fly,Pest,Psila rosae,10.0,18.0,25.0,Any,Any,,,,,Any,Any,NDVI rust-colored tunnels,NDMI normal,NDRE normal,Seedling–Root fill,,,,,,,,,,,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Larvae mine roots; cool coastal conditions,Scout at early morning or evening; apply targeted insecticide; check for natural enemy activity before spraying,Within 2 days
Garlic,GARLIC_WHITE_ROT,White Rot,Fungal,Stromatinia cepivora,10.0,18.0,25.0,60,80,Soil moisture,Cool moderate,5.5,7.5,Any,Any,NDVI yellowing/death,NDMI moderate,NDRE very low,Any,,,,,,,,,5.5,7.5,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Fluffy white rot at base; sclerotia persist 20+ years,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Today
Garlic,GARLIC_BASAL_ROT_FUSARIUM,Basal Rot (Fusarium),Fungal,Fusarium oxysporum f.sp. cepae,18.0,28.0,35.0,70,90,Soil moisture,Warm moderate,5.5,7.5,Any,Any,NDVI yellowing,NDMI low,NDRE very low,Any,,,,,,,,,5.5,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Pinkish rot at base; warm soils; bulb quality loss,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Garlic,GARLIC_RUST,Rust,Fungal,Puccinia allii,10.0,17.0,24.0,90,99,Dew,Cool humid,5.5,7.5,Any,Any,NDVI orange pustules,NDMI high,NDRE low,Any,,,,,,,,,5.5,7.5,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Orange pustules on leaves; cool coastal/highland,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 1 week
Ginger,GINGER_SOFT_ROT_PYTHIUM,Soft Rot (Pythium),Fungal/Oomycete,Pythium aphanidermatum,22.0,30.0,38.0,90,99,Waterlogging,Hot wet poorly drained,5.5,7.0,Poor,Any,NDVI rapid collapse,NDMI very high,NDRE very low,Any,,,,,,,,,5.5,7.0,Poor,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Most destructive ginger disease; waterlogging critical,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Today
Ginger,GINGER_BACTERIAL_WILT,Bacterial Wilt,Bacterial,Ralstonia solanacearum,20.0,28.0,35.0,70,90,Soil moisture,Warm moderate,5.5,7.5,Any,Any,NDVI wilting,NDMI low,NDRE very low,Any,,,,,,,,,5.5,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Vascular browning; soil-borne; spreads via water/tools,Apply copper-based bactericide; reduce leaf wetness via canopy management; use certified disease-free seed,Within 2 days
Turmeric,TURMERIC_RHIZOME_ROT,Rhizome Rot,Fungal/Oomycete,Pythium aphanidermatum + Fusarium spp.,22.0,30.0,38.0,90,99,Waterlogging,Hot wet poorly drained,5.0,7.5,Poor,Any,NDVI yellowing/collapse,NDMI very high,NDRE very low,Any,,,,,,,,,5.0,7.5,Poor,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Waterlogging critical; yellowing starts lower leaves,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Today
Turmeric,TURMERIC_LEAF_BLOTCH,Leaf Blotch,Fungal,Taphrina maculans,22.0,28.0,35.0,85,99,Rain/dew,Warm humid,5.0,7.5,Any,Any,NDVI oval blotches,NDMI high,NDRE low,Any,,,,,,,,,5.0,7.5,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Oval brown blotches; warm humid monsoon conditions,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 1 week
Sesame,SESAME_PHYTOPHTHORA_BLIGHT,Phytophthora Blight,Fungal/Oomycete,Phytophthora parasitica,25.0,30.0,38.0,90,99,Waterlogging,Hot wet,5.5,7.5,Poor,Any,NDVI collapse,NDMI very high,NDRE very low,Any,,,,,,,,,5.5,7.5,Poor,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Stem blackening and collapse; flooded conditions,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Within 2 days
Sesame,SESAME_ALTERNARIA_LEAF_SPOT,Alternaria Leaf Spot,Fungal,Alternaria sesami,22.0,28.0,35.0,80,95,Leaf wetness,Warm wet,5.5,7.5,Any,Any,NDVI circular spots,NDMI high,NDRE low,Any,,,,,,,,,5.5,7.5,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Dark circular lesions; defoliation in severe cases,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 1 week
Lemon,LEMON_TRISTEZA_CTV,Tristeza (CTV),Viral,Citrus tristeza closterovirus,20.0,30.0,38.0,Any,Any,,,,,Any,Any,NDVI decline/stem pitting,NDMI normal,NDRE very low,Any,,,,,,,,,,,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Aphid-vectored; devastating on sensitive rootstocks,Remove and destroy infected plants; control insect vector with recommended insecticide; use certified virus-free planting material,Today
Lemon,LEMON_ALTERNARIA_BROWN_SPO,Alternaria Brown Spot,Fungal,Alternaria alternata pv. citri,15.0,26.0,32.0,80,99,Rain/dew,Warm moderate,5.5,7.5,Any,Any,NDVI dark fruit spots,NDMI high,NDRE low,Fruiting,,,,,,,,,5.5,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Young tissue susceptible; toxin-mediated; mandarin/lemon specific,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Okra,OKRA_OKRA_YELLOW_VEIN_MOS,Okra Yellow Vein Mosaic,Viral,OYVMV (Begomovirus),25.0,32.0,38.0,Any,Any,,,,,Any,Any,NDVI yellow vein network,NDMI normal,NDRE low,Any,,,,,,,,,,,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Whitefly-vectored; most damaging okra disease,Remove and destroy infected plants; control insect vector with recommended insecticide; use certified virus-free planting material,Today
Okra,OKRA_FUSARIUM_WILT,Fusarium Wilt,Fungal,Fusarium oxysporum f.sp. vasinfectum,22.0,28.0,35.0,70,90,Soil moisture,Warm moderate,5.5,7.5,Any,Any,NDVI wilting,NDMI low,NDRE very low,Any,,,,,,,,,5.5,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Vascular browning; warm sandy soils,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Flax,FLAX_PASMO,Pasmo,Fungal,Septoria linicola,15.0,22.0,28.0,85,99,Rain splash,Cool wet,5.5,7.5,Any,Any,NDVI stem lesions,NDMI high,NDRE low,Any,,,,,,,,,5.5,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Brown blotches on stems; seed-borne + residue-borne,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Flax,FLAX_RUST,Rust,Fungal,Melampsora lini,10.0,20.0,28.0,90,99,Dew,Cool humid,5.5,7.5,Any,Any,NDVI orange pustules,NDMI high,NDRE low,Flowering–Boll,,,,,,,,,5.5,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Orange pustules; cool humid; multiple races,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Pigeon Pea,PIGEON_PEA_FUSARIUM_WILT,Fusarium Wilt,Fungal,Fusarium udum,20.0,28.0,35.0,60,80,Soil moisture,Warm moderate,5.5,7.5,Any,Any,NDVI wilting,NDMI low,NDRE very low,Vegetative–Flowering,,,,,,,,,5.5,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Major constraint; soil-borne; warm soils,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Pigeon Pea,PIGEON_PEA_STERILITY_MOSAIC,Sterility Mosaic,Viral,PPSMV (Emaravirus),20.0,28.0,35.0,Any,Any,,,,,Any,Any,NDVI mosaic/sterile,NDMI normal,NDRE low,Any,,,,,,,,,,,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Mite-vectored (Aceria cajani); no pods formed,Remove and destroy infected plants; control insect vector with recommended insecticide; use certified virus-free planting material,Today
Faba Bean,FABA_BEAN_CHOCOLATE_SPOT,Chocolate Spot,Fungal,Botrytis fabae,5.0,18.0,25.0,90,99,Dew/rain,Cool wet,6.0,8.0,Any,Any,NDVI chocolate spots,NDMI high,NDRE low,Any,,,,,,,,,6.0,8.0,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Chocolate-brown spots; cool wet winters; dense canopy,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Faba Bean,FABA_BEAN_RUST,Rust,Fungal,Uromyces viciae-fabae,10.0,18.0,26.0,90,99,Dew,Cool humid,6.0,8.0,Any,Any,NDVI rust pustules,NDMI high,NDRE low,Flowering–Pod,,,,,,,,,6.0,8.0,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Orange pustules; late season cool wet,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Faba Bean,FABA_BEAN_BEAN_APHID,Bean Aphid,Pest,Aphis fabae,10.0,18.0,25.0,Any,Any,,,,,Any,Any,NDVI colonized tips,NDMI normal,NDRE low,Vegetative–Flowering,,,,,,,,,,,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Black colonies; virus vector; mild winters allow survival,Scout at early morning or evening; apply targeted insecticide; check for natural enemy activity before spraying,Within 2 days
Lettuce,LETTUCE_DOWNY_MILDEW,Downy Mildew,Fungal/Oomycete,Bremia lactucae,5.0,15.0,22.0,90,99,Dew,Cool wet,6.0,7.0,Any,Any,NDVI yellowing,NDMI high,NDRE low,Any,,,,,,,,,6.0,7.0,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Cool wet nights; yellow patches above; sporulation below,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Within 2 days
Lettuce,LETTUCE_LETTUCE_MOSAIC,Lettuce Mosaic,Viral,LMV (Potyvirus),10.0,20.0,30.0,Any,Any,,,,,Any,Any,NDVI mosaic/stunting,NDMI normal,NDRE low,Any,,,,,,,,,,,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Aphid and seed-borne; warm promotes aphid pressure,Remove and destroy infected plants; control insect vector with recommended insecticide; use certified virus-free planting material,Within 2 days
Lettuce,LETTUCE_DROP_SCLEROTINIA,Drop (Sclerotinia),Fungal,Sclerotinia sclerotiorum,10.0,20.0,25.0,90,99,Wet soil,Cool wet,6.0,7.5,Poor,Any,NDVI basal rot,NDMI high,NDRE low,Any,,,,,,,,,6.0,7.5,Poor,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Cottony white growth at base; cool wet soil,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Spinach,SPINACH_DOWNY_MILDEW,Downy Mildew,Fungal/Oomycete,Peronospora farinosa f.sp. spinaciae,5.0,13.0,20.0,90,99,Dew,Cool wet,6.0,7.5,Any,Any,NDVI yellowing,NDMI high,NDRE low,Any,,,,,,,,,6.0,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Cool wet; yellow areas above; gray sporulation below,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Within 2 days
Spinach,SPINACH_WHITE_RUST,White Rust,Fungal/Oomycete,Albugo occidentalis,5.0,15.0,22.0,90,99,Dew/rain,Cool wet,6.0,7.5,Any,Any,NDVI white pustules,NDMI high,NDRE low,Any,,,,,,,,,6.0,7.5,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",White blister pustules below leaf; cool wet,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Within 1 week
Eggplant,EGGPLANT_PHOMOPSIS_FRUIT_ROT,Phomopsis Fruit Rot,Fungal,Diaporthe vexans,20.0,28.0,35.0,85,99,Rain,Warm wet,5.5,7.0,Any,Any,NDVI fruit rot,NDMI high,NDRE low,Fruiting,,,,,,,,,5.5,7.0,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Dark lesions on fruit; seed-borne; warm wet,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Eggplant,EGGPLANT_BACTERIAL_WILT,Bacterial Wilt,Bacterial,Ralstonia solanacearum,20.0,28.0,35.0,70,90,Soil moisture,Warm moderate,5.5,7.0,Any,Any,NDVI rapid wilt,NDMI low,NDRE very low,Any,,,,,,,,,5.5,7.0,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Rapid wilting; vascular browning; tropical soils,Apply copper-based bactericide; reduce leaf wetness via canopy management; use certified disease-free seed,Today
Eggplant,EGGPLANT_SHOOT_AND_FRUIT_BORE,Shoot and Fruit Borer,Pest,Leucinodes orbonalis,22.0,30.0,38.0,Any,Any,,,,,Any,Any,NDVI shoot/fruit damage,NDMI normal,NDRE low,Any,,,,,,,,,,,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Warm humid; bores shoots and fruits; widespread in Asia,Scout at early morning or evening; apply targeted insecticide; check for natural enemy activity before spraying,Within 2 days
Cucumber,CUCUMBER_POWDERY_MILDEW,Powdery Mildew,Fungal,Podosphaera xanthii,18.0,26.0,35.0,<50%,50–100%,Not needed,Warm moderate,5.5,7.5,Any,Any,NDVI white powder,NDMI low,NDRE low,Any,,,,,,,,,5.5,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Warm dry days + high RH at night; spreads fast,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Cucumber,CUCUMBER_DOWNY_MILDEW,Downy Mildew,Fungal/Oomycete,Pseudoperonospora cubensis,12.0,18.0,25.0,90,99,Dew/rain,Cool wet,5.5,7.5,Any,Any,NDVI angular yellow,NDMI high,NDRE low,Any,,,,,,,,,5.5,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Angular yellow lesions; spreads rapidly cool wet nights,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Within 2 days
Cucumber,CUCUMBER_CUCUMBER_MOSAIC_VIRU,Cucumber Mosaic Virus,Viral,CMV (Cucumovirus),10.0,25.0,35.0,Any,Any,,,,,Any,Any,NDVI mosaic/distortion,NDMI normal,NDRE low,Any,,,,,,,,,,,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Aphid-vectored; huge host range; seed-borne in some hosts,Remove and destroy infected plants; control insect vector with recommended insecticide; use certified virus-free planting material,Within 2 days
Squash,SQUASH_SQUASH_VINE_BORER,Squash Vine Borer,Pest,Melittia cucurbitae,18.0,28.0,38.0,Any,Any,,,,,Any,Any,NDVI sudden wilting,NDMI normal,NDRE low,Vine development,,,,,,,,,,,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Larval tunneling in stems; temperate N. America,Scout at early morning or evening; apply targeted insecticide; check for natural enemy activity before spraying,Within 2 days
Squash,SQUASH_PHYTOPHTHORA_CROWN_R,Phytophthora Crown Rot,Fungal/Oomycete,Phytophthora capsici,18.0,28.0,35.0,90,99,Waterlogging,Warm wet poorly drained,5.5,7.5,Poor,Any,NDVI rapid crown collapse,NDMI very high,NDRE very low,Any,,,,,,,,,5.5,7.5,Poor,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Flooding + warm conditions; rapid plant death,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Today
Melon,MELON_FUSARIUM_CROWN_ROT,Fusarium Crown Rot,Fungal,Fusarium oxysporum f.sp. melonis,20.0,27.0,35.0,70,90,Soil moisture,Warm moderate,5.5,7.5,Sandy,Any,NDVI wilting,NDMI low,NDRE very low,Any,,,,,,,,,5.5,7.5,Sandy,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Soil-borne; vascular browning; sandy warm soils,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Melon,MELON_GUMMY_STEM_BLIGHT,Gummy Stem Blight,Fungal,Stagonosporopsis cucurbitacearum,18.0,24.0,30.0,85,99,Leaf wetness,Warm wet,5.5,7.5,Any,Any,NDVI stem lesions gummy,NDMI high,NDRE low,Any,,,,,,,,,5.5,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Tan lesions with gummy exudate; warm wet conditions,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
